Tanggal_Observasi,Rainfall,Tahun,Bulan,Tanggal,Dasarian_Ke_Bulan,Dasarian_Tahunan,R1,R3,R5,R7,R10
2011-12-01,2.0,2011,12,1,1,34,2.0,8.0,8.0,61.0,67.00000000000003
2011-12-02,2.0,2011,12,2,1,34,2.0,4.0,10.0,63.0,69.00000000000003
2011-12-03,28.0,2011,12,3,1,34,28.0,32.0,38.0,38.0,95.00000000000003
2011-12-04,0.0,2011,12,4,1,34,0.0,30.0,32.0,38.0,91.00000000000003
2011-12-05,2.0,2011,12,5,1,34,2.0,30.0,34.0,40.0,93.00000000000003
2011-12-06,0.0,2011,12,6,1,34,0.0,2.0,32.0,34.0,40.00000000000003
2011-12-07,0.0,2011,12,7,1,34,0.0,2.0,30.0,34.0,40.00000000000003
2011-12-08,0.0,2011,12,8,1,34,0.0,0.0,2.0,32.0,40.00000000000003
2011-12-09,0.0,2011,12,9,1,34,0.0,0.0,2.0,30.0,34.00000000000003
2011-12-10,0.0,2011,12,10,1,34,0.0,0.0,0.0,2.0,34.00000000000003
2011-12-11,8.0,2011,12,11,2,35,8.0,8.0,8.0,10.0,40.00000000000003
2011-12-12,0.0,2011,12,12,2,35,0.0,8.0,8.0,8.0,38.00000000000003
2011-12-13,0.0,2011,12,13,2,35,0.0,8.0,8.0,8.0,10.000000000000028
2011-12-14,0.0,2011,12,14,2,35,0.0,0.0,8.0,8.0,10.000000000000028
2011-12-15,0.0,2011,12,15,2,35,0.0,0.0,8.0,8.0,8.000000000000028
2011-12-16,1.0,2011,12,16,2,35,1.0,1.0,1.0,9.0,9.000000000000028
2011-12-17,0.0,2011,12,17,2,35,0.0,1.0,1.0,9.0,9.000000000000028
2011-12-18,3.0,2011,12,18,2,35,3.0,4.0,4.0,4.0,12.000000000000028
2011-12-19,0.0,2011,12,19,2,35,0.0,3.0,4.0,4.0,12.000000000000028
2011-12-20,7.0,2011,12,20,2,35,7.0,10.0,11.0,11.0,19.00000000000003
2011-12-21,1.0,2011,12,21,3,36,1.0,8.0,11.0,12.0,12.000000000000028
2011-12-22,0.0,2011,12,22,3,36,0.0,8.0,11.0,12.0,12.000000000000028
2011-12-23,0.0,2011,12,23,3,36,0.0,1.0,8.0,11.0,12.000000000000028
2011-12-24,0.0,2011,12,24,3,36,0.0,0.0,8.0,11.0,12.000000000000028
2011-12-25,0.0,2011,12,25,3,36,0.0,0.0,1.0,8.0,12.000000000000028
2011-12-26,2.0,2011,12,26,3,36,2.0,2.0,2.0,10.0,13.000000000000028
2011-12-27,0.0,2011,12,27,3,36,0.0,2.0,2.0,3.0,13.000000000000028
2011-12-28,2.0,2011,12,28,3,36,2.0,4.0,4.0,4.0,12.000000000000028
2011-12-29,2.0,2011,12,29,3,36,2.0,4.0,6.0,6.0,14.000000000000028
2011-12-30,3.0,2011,12,30,3,36,3.0,7.0,9.0,9.0,10.000000000000028
2011-12-31,49.0,2011,12,31,3,36,49.0,54.0,56.0,58.0,58.00000000000003
2012-01-01,4.0,2012,1,1,1,1,4.0,56.0,60.0,62.0,62.00000000000003
2012-01-02,4.0,2012,1,2,1,1,4.0,57.0,62.0,64.0,66.00000000000003
2012-01-03,2.0,2012,1,3,1,1,2.0,10.0,62.0,66.0,68.00000000000003
2012-01-04,2.0,2012,1,4,1,1,2.0,8.0,61.0,66.0,70.00000000000003
2012-01-05,0.0,2012,1,5,1,1,0.0,4.0,12.0,64.0,68.00000000000003
2012-01-06,1.0,2012,1,6,1,1,1.0,3.0,9.0,62.0,69.00000000000003
2012-01-07,0.0,2012,1,7,1,1,0.0,1.0,5.0,13.0,67.00000000000003
2012-01-08,54.0,2012,1,8,1,1,54.0,55.0,57.0,63.0,119.00000000000003
2012-01-09,36.0,2012,1,9,1,1,36.0,90.0,91.0,95.0,152.00000000000003
2012-01-10,41.0,2012,1,10,1,1,41.0,131.0,132.0,134.0,144.00000000000003
2012-01-11,8.0,2012,1,11,2,2,8.0,85.0,139.0,140.0,148.00000000000003
2012-01-12,16.0,2012,1,12,2,2,16.0,65.0,155.0,156.0,160.00000000000003
2012-01-13,6.0,2012,1,13,2,2,6.0,30.0,107.0,161.0,164.00000000000003
2012-01-14,14.0,2012,1,14,2,2,14.0,36.0,85.0,175.0,176.00000000000003
2012-01-15,1.0,2012,1,15,2,2,1.0,21.0,45.0,122.0,177.00000000000003
2012-01-16,6.0,2012,1,16,2,2,6.0,21.0,43.0,92.0,182.00000000000003
2012-01-17,0.0,2012,1,17,2,2,0.0,7.0,27.0,51.0,182.00000000000003
2012-01-18,18.0,2012,1,18,2,2,18.0,24.0,39.0,61.0,146.00000000000003
2012-01-19,1.0,2012,1,19,2,2,1.0,19.0,26.0,46.0,111.00000000000003
2012-01-20,3.0,2012,1,20,2,2,3.0,22.0,28.0,43.0,73.00000000000003
2012-01-21,0.0,2012,1,21,3,3,0.0,4.0,22.0,29.0,65.00000000000003
2012-01-22,0.0,2012,1,22,3,3,0.0,3.0,22.0,28.0,49.00000000000003
2012-01-23,0.0,2012,1,23,3,3,0.0,0.0,4.0,22.0,43.00000000000003
2012-01-24,0.0,2012,1,24,3,3,0.0,0.0,3.0,22.0,29.00000000000003
2012-01-25,10.0,2012,1,25,3,3,10.0,10.0,10.0,14.0,38.00000000000003
2012-01-26,6.0,2012,1,26,3,3,6.0,16.0,16.0,19.0,38.00000000000003
2012-01-27,5.0,2012,1,27,3,3,5.0,21.0,21.0,21.0,43.00000000000003
2012-01-28,5.0,2012,1,28,3,3,5.0,16.0,26.0,26.0,30.00000000000003
2012-01-29,7.0,2012,1,29,3,3,7.0,17.0,33.0,33.0,36.00000000000003
2012-01-30,36.0,2012,1,30,3,3,36.0,48.0,59.0,69.0,69.00000000000003
2012-01-31,16.0,2012,1,31,3,3,16.0,59.0,69.0,85.0,85.00000000000003
2012-02-01,0.0,2012,2,1,1,4,0.0,52.0,64.0,75.0,85.00000000000003
2012-02-02,3.0,2012,2,2,1,4,3.0,19.0,62.0,72.0,88.00000000000003
2012-02-03,3.0,2012,2,3,1,4,3.0,6.0,58.0,70.0,91.00000000000003
2012-02-04,2.0,2012,2,4,1,4,2.0,8.0,24.0,67.0,83.00000000000003
2012-02-05,0.0,2012,2,5,1,4,0.0,5.0,8.0,60.0,77.00000000000003
2012-02-06,12.0,2012,2,6,1,4,12.0,14.0,20.0,36.0,84.00000000000003
2012-02-07,13.0,2012,2,7,1,4,13.0,25.0,30.0,33.0,92.00000000000003
2012-02-08,4.0,2012,2,8,1,4,4.0,29.0,31.0,37.0,89.00000000000003
2012-02-09,13.0,2012,2,9,1,4,13.0,30.0,42.0,47.0,66.00000000000003
2012-02-10,2.0,2012,2,10,1,4,2.0,19.0,44.0,46.0,52.00000000000003
2012-02-11,33.0,2012,2,11,2,5,33.0,48.0,65.0,77.0,85.00000000000003
2012-02-12,14.0,2012,2,12,2,5,14.0,49.0,66.0,91.0,96.00000000000003
2012-02-13,4.0,2012,2,13,2,5,4.0,51.0,66.0,83.0,97.00000000000003
2012-02-14,0.0,2012,2,14,2,5,0.0,18.0,53.0,70.0,95.00000000000003
2012-02-15,0.0,2012,2,15,2,5,0.0,4.0,51.0,66.0,95.00000000000003
2012-02-16,4.0,2012,2,16,2,5,4.0,4.0,22.0,57.0,87.00000000000003
2012-02-17,0.0,2012,2,17,2,5,0.0,4.0,8.0,55.0,74.00000000000003
2012-02-18,2.0,2012,2,18,2,5,2.0,6.0,6.0,24.0,72.00000000000003
2012-02-19,0.0,2012,2,19,2,5,0.0,2.0,6.0,10.0,59.00000000000003
2012-02-20,21.0,2012,2,20,2,5,21.0,23.0,27.0,27.0,78.00000000000003
2012-02-21,1.0,2012,2,21,3,6,1.0,22.0,24.0,28.0,46.00000000000003
2012-02-22,0.0,2012,2,22,3,6,0.0,22.0,24.0,28.0,32.00000000000003
2012-02-23,0.0,2012,2,23,3,6,0.0,1.0,22.0,24.0,28.00000000000003
2012-02-24,0.0,2012,2,24,3,6,0.0,0.0,22.0,24.0,28.00000000000003
2012-02-25,0.0,2012,2,25,3,6,0.0,0.0,1.0,22.0,28.00000000000003
2012-02-26,2.0,2012,2,26,3,6,2.0,2.0,2.0,24.0,26.00000000000003
2012-02-27,58.0,2012,2,27,3,6,58.0,60.0,60.0,61.0,84.00000000000003
2012-02-28,0.0,2012,2,28,3,6,0.0,60.0,60.0,60.0,82.00000000000003
2012-02-29,0.0,2012,2,29,3,6,0.0,58.0,60.0,60.0,82.00000000000003
2012-03-01,25.0,2012,3,1,1,7,25.0,25.0,85.0,85.0,86.00000000000003
2012-03-02,6.0,2012,3,2,1,7,6.0,31.0,89.0,91.0,91.00000000000003
2012-03-03,0.0,2012,3,3,1,7,0.0,31.0,31.0,91.0,91.00000000000003
2012-03-04,3.0,2012,3,4,1,7,3.0,9.0,34.0,92.0,94.00000000000003
2012-03-05,9.0,2012,3,5,1,7,9.0,12.0,43.0,43.0,103.00000000000003
2012-03-06,2.0,2012,3,6,1,7,2.0,14.0,20.0,45.0,105.00000000000003
2012-03-07,0.0,2012,3,7,1,7,0.0,11.0,14.0,45.0,103.00000000000003
2012-03-08,9.0,2012,3,8,1,7,9.0,11.0,23.0,29.0,54.00000000000003
2012-03-09,0.0,2012,3,9,1,7,0.0,9.0,20.0,23.0,54.00000000000003
2012-03-10,1.0,2012,3,10,1,7,1.0,10.0,12.0,24.0,55.00000000000003
2012-03-11,0.0,2012,3,11,2,8,0.0,1.0,10.0,21.0,30.00000000000003
2012-03-12,0.0,2012,3,12,2,8,0.0,1.0,10.0,12.0,24.00000000000003
2012-03-13,0.0,2012,3,13,2,8,0.0,0.0,1.0,10.0,24.00000000000003
2012-03-14,21.0,2012,3,14,2,8,21.0,21.0,22.0,31.0,42.00000000000003
2012-03-15,0.0,2012,3,15,2,8,0.0,21.0,21.0,22.0,33.00000000000003
2012-03-16,0.0,2012,3,16,2,8,0.0,21.0,21.0,22.0,31.00000000000003
2012-03-17,0.0,2012,3,17,2,8,0.0,0.0,21.0,21.0,31.00000000000003
2012-03-18,0.0,2012,3,18,2,8,0.0,0.0,21.0,21.0,22.00000000000003
2012-03-19,8.0,2012,3,19,2,8,8.0,8.0,8.0,29.0,30.00000000000003
2012-03-20,2.0,2012,3,20,2,8,2.0,10.0,10.0,31.0,31.00000000000003
2012-03-21,4.0,2012,3,21,3,9,4.0,14.0,14.0,14.0,35.00000000000003
2012-03-22,0.0,2012,3,22,3,9,0.0,6.0,14.0,14.0,35.00000000000003
2012-03-23,0.0,2012,3,23,3,9,0.0,4.0,14.0,14.0,35.00000000000003
2012-03-24,0.0,2012,3,24,3,9,0.0,0.0,6.0,14.0,14.000000000000028
2012-03-25,0.0,2012,3,25,3,9,0.0,0.0,4.0,14.0,14.000000000000028
2012-03-26,0.0,2012,3,26,3,9,0.0,0.0,0.0,6.0,14.000000000000028
2012-03-27,0.0,2012,3,27,3,9,0.0,0.0,0.0,4.0,14.000000000000028
2012-03-28,0.0,2012,3,28,3,9,0.0,0.0,0.0,0.0,14.000000000000028
2012-03-29,0.0,2012,3,29,3,9,0.0,0.0,0.0,0.0,6.000000000000028
2012-03-30,1.0,2012,3,30,3,9,1.0,1.0,1.0,1.0,5.000000000000028
2012-03-31,0.0,2012,3,31,3,9,0.0,1.0,1.0,1.0,1.0000000000000284
2012-04-01,0.0,2012,4,1,1,10,0.0,1.0,1.0,1.0,1.0000000000000284
2012-04-02,1.0,2012,4,2,1,10,1.0,1.0,2.0,2.0,2.0000000000000284
2012-04-03,36.0,2012,4,3,1,10,36.0,37.0,38.0,38.0,38.00000000000003
2012-04-04,54.0,2012,4,4,1,10,54.0,91.0,91.0,92.0,92.00000000000003
2012-04-05,3.0,2012,4,5,1,10,3.0,93.0,94.0,95.0,95.00000000000003
2012-04-06,7.0,2012,4,6,1,10,7.0,64.0,101.0,101.0,102.00000000000003
2012-04-07,11.0,2012,4,7,1,10,11.0,21.0,111.0,112.0,113.00000000000003
2012-04-08,0.0,2012,4,8,1,10,0.0,18.0,75.0,112.0,113.00000000000003
2012-04-09,0.0,2012,4,9,1,10,0.0,11.0,21.0,111.0,112.00000000000003
2012-04-10,0.0,2012,4,10,1,10,0.0,0.0,18.0,75.0,112.00000000000003
2012-04-11,0.0,2012,4,11,2,11,0.0,0.0,11.0,21.0,112.00000000000003
2012-04-12,14.0,2012,4,12,2,11,14.0,14.0,14.0,32.0,125.00000000000003
2012-04-13,0.0,2012,4,13,2,11,0.0,14.0,14.0,25.0,89.00000000000003
2012-04-14,0.0,2012,4,14,2,11,0.0,14.0,14.0,14.0,35.00000000000003
2012-04-15,0.0,2012,4,15,2,11,0.0,0.0,14.0,14.0,32.00000000000003
2012-04-16,0.0,2012,4,16,2,11,0.0,0.0,14.0,14.0,25.00000000000003
2012-04-17,25.0,2012,4,17,2,11,25.0,25.0,25.0,39.0,39.00000000000003
2012-04-18,12.0,2012,4,18,2,11,12.0,37.0,37.0,51.0,51.00000000000003
2012-04-19,0.0,2012,4,19,2,11,0.0,37.0,37.0,37.0,51.00000000000003
2012-04-20,0.0,2012,4,20,2,11,0.0,12.0,37.0,37.0,51.00000000000003
2012-04-21,16.0,2012,4,21,3,12,16.0,16.0,53.0,53.0,67.00000000000003
2012-04-22,4.0,2012,4,22,3,12,4.0,20.0,32.0,57.0,57.00000000000003
2012-04-23,0.0,2012,4,23,3,12,0.0,20.0,20.0,57.0,57.00000000000003
2012-04-24,0.0,2012,4,24,3,12,0.0,4.0,20.0,32.0,57.00000000000003
2012-04-25,0.0,2012,4,25,3,12,0.0,0.0,20.0,20.0,57.00000000000003
2012-04-26,0.0,2012,4,26,3,12,0.0,0.0,4.0,20.0,57.00000000000003
2012-04-27,0.0,2012,4,27,3,12,0.0,0.0,0.0,20.0,32.00000000000003
2012-04-28,0.0,2012,4,28,3,12,0.0,0.0,0.0,4.0,20.00000000000003
2012-04-29,0.0,2012,4,29,3,12,0.0,0.0,0.0,0.0,20.00000000000003
2012-04-30,1.0,2012,4,30,3,12,1.0,1.0,1.0,1.0,21.00000000000003
2012-05-01,2.0,2012,5,1,1,13,2.0,3.0,3.0,3.0,7.000000000000028
2012-05-02,0.0,2012,5,2,1,13,0.0,3.0,3.0,3.0,3.0000000000000284
2012-05-03,2.0,2012,5,3,1,13,2.0,4.0,5.0,5.0,5.000000000000028
2012-05-04,0.0,2012,5,4,1,13,0.0,2.0,5.0,5.0,5.000000000000028
2012-05-05,0.0,2012,5,5,1,13,0.0,2.0,4.0,5.0,5.000000000000028
2012-05-06,12.0,2012,5,6,1,13,12.0,12.0,14.0,17.0,17.00000000000003
2012-05-07,3.0,2012,5,7,1,13,3.0,15.0,17.0,19.0,20.00000000000003
2012-05-08,51.0,2012,5,8,1,13,51.0,66.0,66.0,68.0,71.00000000000003
2012-05-09,0.0,2012,5,9,1,13,0.0,54.0,66.0,68.0,71.00000000000003
2012-05-10,0.0,2012,5,10,1,13,0.0,51.0,66.0,66.0,70.00000000000003
2012-05-11,0.0,2012,5,11,2,14,0.0,0.0,54.0,66.0,68.00000000000003
2012-05-12,0.0,2012,5,12,2,14,0.0,0.0,51.0,66.0,68.00000000000003
2012-05-13,0.0,2012,5,13,2,14,0.0,0.0,0.0,54.0,66.00000000000003
2012-05-14,0.0,2012,5,14,2,14,0.0,0.0,0.0,51.0,66.00000000000003
2012-05-15,0.0,2012,5,15,2,14,0.0,0.0,0.0,0.0,66.00000000000003
2012-05-16,0.0,2012,5,16,2,14,0.0,0.0,0.0,0.0,54.00000000000003
2012-05-17,0.0,2012,5,17,2,14,0.0,0.0,0.0,0.0,51.00000000000003
2012-05-18,0.0,2012,5,18,2,14,0.0,0.0,0.0,0.0,0.0
2012-05-19,0.0,2012,5,19,2,14,0.0,0.0,0.0,0.0,0.0
2012-05-20,0.0,2012,5,20,2,14,0.0,0.0,0.0,0.0,0.0
2012-05-21,0.0,2012,5,21,3,15,0.0,0.0,0.0,0.0,0.0
2012-05-22,5.0,2012,5,22,3,15,5.0,5.0,5.0,5.0,5.000000000000028
2012-05-23,8.0,2012,5,23,3,15,8.0,13.0,13.0,13.0,13.000000000000028
2012-05-24,0.0,2012,5,24,3,15,0.0,13.0,13.0,13.0,13.000000000000028
2012-05-25,0.0,2012,5,25,3,15,0.0,8.0,13.0,13.0,13.000000000000028
2012-05-26,0.0,2012,5,26,3,15,0.0,0.0,13.0,13.0,13.000000000000028
2012-05-27,0.0,2012,5,27,3,15,0.0,0.0,8.0,13.0,13.000000000000028
2012-05-28,0.0,2012,5,28,3,15,0.0,0.0,0.0,13.0,13.000000000000028
2012-05-29,0.0,2012,5,29,3,15,0.0,0.0,0.0,8.0,13.000000000000028
2012-05-30,0.0,2012,5,30,3,15,0.0,0.0,0.0,0.0,13.000000000000028
2012-05-31,15.0,2012,5,31,3,15,15.0,15.0,15.0,15.0,28.00000000000003
2012-06-01,14.0,2012,6,1,1,16,14.0,29.0,29.0,29.0,37.00000000000003
2012-06-02,1.0,2012,6,2,1,16,1.0,30.0,30.0,30.0,30.00000000000003
2012-06-03,0.0,2012,6,3,1,16,0.0,15.0,30.0,30.0,30.00000000000003
2012-06-04,0.0,2012,6,4,1,16,0.0,1.0,30.0,30.0,30.00000000000003
2012-06-05,5.0,2012,6,5,1,16,5.0,5.0,20.0,35.0,35.00000000000003
2012-06-06,2.0,2012,6,6,1,16,2.0,7.0,8.0,37.0,37.00000000000003
2012-06-07,12.0,2012,6,7,1,16,12.0,19.0,19.0,34.0,49.00000000000003
2012-06-08,0.0,2012,6,8,1,16,0.0,14.0,19.0,20.0,49.00000000000003
2012-06-09,0.0,2012,6,9,1,16,0.0,12.0,19.0,19.0,49.00000000000003
2012-06-10,0.0,2012,6,10,1,16,0.0,0.0,14.0,19.0,34.00000000000003
2012-06-11,0.0,2012,6,11,2,17,0.0,0.0,12.0,19.0,20.00000000000003
2012-06-12,0.0,2012,6,12,2,17,0.0,0.0,0.0,14.0,19.00000000000003
2012-06-13,0.0,2012,6,13,2,17,0.0,0.0,0.0,12.0,19.00000000000003
2012-06-14,0.0,2012,6,14,2,17,0.0,0.0,0.0,0.0,19.00000000000003
2012-06-15,0.0,2012,6,15,2,17,0.0,0.0,0.0,0.0,14.000000000000028
2012-06-16,0.0,2012,6,16,2,17,0.0,0.0,0.0,0.0,12.000000000000028
2012-06-17,0.0,2012,6,17,2,17,0.0,0.0,0.0,0.0,0.0
2012-06-18,0.0,2012,6,18,2,17,0.0,0.0,0.0,0.0,0.0
2012-06-19,0.0,2012,6,19,2,17,0.0,0.0,0.0,0.0,0.0
2012-06-20,0.0,2012,6,20,2,17,0.0,0.0,0.0,0.0,0.0
2012-06-21,0.0,2012,6,21,3,18,0.0,0.0,0.0,0.0,0.0
2012-06-22,2.0,2012,6,22,3,18,2.0,2.0,2.0,2.0,2.0000000000000284
2012-06-23,0.0,2012,6,23,3,18,0.0,2.0,2.0,2.0,2.0000000000000284
2012-06-24,0.0,2012,6,24,3,18,0.0,2.0,2.0,2.0,2.0000000000000284
2012-06-25,0.0,2012,6,25,3,18,0.0,0.0,2.0,2.0,2.0000000000000284
2012-06-26,0.0,2012,6,26,3,18,0.0,0.0,2.0,2.0,2.0000000000000284
2012-06-27,0.0,2012,6,27,3,18,0.0,0.0,0.0,2.0,2.0000000000000284
2012-06-28,0.0,2012,6,28,3,18,0.0,0.0,0.0,2.0,2.0000000000000284
2012-06-29,0.0,2012,6,29,3,18,0.0,0.0,0.0,0.0,2.0000000000000284
2012-06-30,0.0,2012,6,30,3,18,0.0,0.0,0.0,0.0,2.0000000000000284
2012-07-01,0.0,2012,7,1,1,19,0.0,0.0,0.0,0.0,2.0000000000000284
2012-07-02,0.0,2012,7,2,1,19,0.0,0.0,0.0,0.0,0.0
2012-07-03,0.0,2012,7,3,1,19,0.0,0.0,0.0,0.0,0.0
2012-07-04,0.0,2012,7,4,1,19,0.0,0.0,0.0,0.0,0.0
2012-07-05,15.0,2012,7,5,1,19,15.0,15.0,15.0,15.0,15.000000000000028
2012-07-06,0.0,2012,7,6,1,19,0.0,15.0,15.0,15.0,15.000000000000028
2012-07-07,0.0,2012,7,7,1,19,0.0,15.0,15.0,15.0,15.000000000000028
2012-07-08,0.0,2012,7,8,1,19,0.0,0.0,15.0,15.0,15.000000000000028
2012-07-09,0.0,2012,7,9,1,19,0.0,0.0,15.0,15.0,15.000000000000028
2012-07-10,0.0,2012,7,10,1,19,0.0,0.0,0.0,15.0,15.000000000000028
2012-07-11,0.0,2012,7,11,2,20,0.0,0.0,0.0,15.0,15.000000000000028
2012-07-12,0.0,2012,7,12,2,20,0.0,0.0,0.0,0.0,15.000000000000028
2012-07-13,0.0,2012,7,13,2,20,0.0,0.0,0.0,0.0,15.000000000000028
2012-07-14,0.0,2012,7,14,2,20,0.0,0.0,0.0,0.0,15.000000000000028
2012-07-15,0.0,2012,7,15,2,20,0.0,0.0,0.0,0.0,0.0
2012-07-16,0.0,2012,7,16,2,20,0.0,0.0,0.0,0.0,0.0
2012-07-17,0.0,2012,7,17,2,20,0.0,0.0,0.0,0.0,0.0
2012-07-18,0.0,2012,7,18,2,20,0.0,0.0,0.0,0.0,0.0
2012-07-19,0.0,2012,7,19,2,20,0.0,0.0,0.0,0.0,0.0
2012-07-20,1.0,2012,7,20,2,20,1.0,1.0,1.0,1.0,1.0000000000000284
2012-07-21,0.0,2012,7,21,3,21,0.0,1.0,1.0,1.0,1.0000000000000284
2012-07-22,0.0,2012,7,22,3,21,0.0,1.0,1.0,1.0,1.0000000000000284
2012-07-23,0.0,2012,7,23,3,21,0.0,0.0,1.0,1.0,1.0000000000000284
2012-07-24,0.0,2012,7,24,3,21,0.0,0.0,1.0,1.0,1.0000000000000284
2012-07-25,0.0,2012,7,25,3,21,0.0,0.0,0.0,1.0,1.0000000000000284
2012-07-26,0.0,2012,7,26,3,21,0.0,0.0,0.0,1.0,1.0000000000000284
2012-07-27,0.0,2012,7,27,3,21,0.0,0.0,0.0,0.0,1.0000000000000284
2012-07-28,0.0,2012,7,28,3,21,0.0,0.0,0.0,0.0,1.0000000000000284
2012-07-29,0.0,2012,7,29,3,21,0.0,0.0,0.0,0.0,1.0000000000000284
2012-07-30,0.0,2012,7,30,3,21,0.0,0.0,0.0,0.0,0.0
2012-07-31,0.0,2012,7,31,3,21,0.0,0.0,0.0,0.0,0.0
2012-08-01,0.0,2012,8,1,1,22,0.0,0.0,0.0,0.0,0.0
2012-08-02,0.0,2012,8,2,1,22,0.0,0.0,0.0,0.0,0.0
2012-08-03,0.0,2012,8,3,1,22,0.0,0.0,0.0,0.0,0.0
2012-08-04,0.0,2012,8,4,1,22,0.0,0.0,0.0,0.0,0.0
2012-08-05,0.0,2012,8,5,1,22,0.0,0.0,0.0,0.0,0.0
2012-08-06,0.0,2012,8,6,1,22,0.0,0.0,0.0,0.0,0.0
2012-08-07,0.0,2012,8,7,1,22,0.0,0.0,0.0,0.0,0.0
2012-08-08,0.0,2012,8,8,1,22,0.0,0.0,0.0,0.0,0.0
2012-08-09,0.0,2012,8,9,1,22,0.0,0.0,0.0,0.0,0.0
2012-08-10,0.0,2012,8,10,1,22,0.0,0.0,0.0,0.0,0.0
2012-08-11,0.0,2012,8,11,2,23,0.0,0.0,0.0,0.0,0.0
2012-08-12,0.0,2012,8,12,2,23,0.0,0.0,0.0,0.0,0.0
2012-08-13,0.0,2012,8,13,2,23,0.0,0.0,0.0,0.0,0.0
2012-08-14,0.0,2012,8,14,2,23,0.0,0.0,0.0,0.0,0.0
2012-08-15,0.0,2012,8,15,2,23,0.0,0.0,0.0,0.0,0.0
2012-08-16,0.0,2012,8,16,2,23,0.0,0.0,0.0,0.0,0.0
2012-08-17,0.0,2012,8,17,2,23,0.0,0.0,0.0,0.0,0.0
2012-08-18,0.0,2012,8,18,2,23,0.0,0.0,0.0,0.0,0.0
2012-08-19,0.0,2012,8,19,2,23,0.0,0.0,0.0,0.0,0.0
2012-08-20,0.0,2012,8,20,2,23,0.0,0.0,0.0,0.0,0.0
2012-08-21,0.0,2012,8,21,3,24,0.0,0.0,0.0,0.0,0.0
2012-08-22,0.0,2012,8,22,3,24,0.0,0.0,0.0,0.0,0.0
2012-08-23,0.0,2012,8,23,3,24,0.0,0.0,0.0,0.0,0.0
2012-08-24,0.0,2012,8,24,3,24,0.0,0.0,0.0,0.0,0.0
2012-08-25,0.0,2012,8,25,3,24,0.0,0.0,0.0,0.0,0.0
2012-08-26,0.0,2012,8,26,3,24,0.0,0.0,0.0,0.0,0.0
2012-08-27,0.0,2012,8,27,3,24,0.0,0.0,0.0,0.0,0.0
2012-08-28,0.0,2012,8,28,3,24,0.0,0.0,0.0,0.0,0.0
2012-08-29,0.0,2012,8,29,3,24,0.0,0.0,0.0,0.0,0.0
2012-08-30,0.0,2012,8,30,3,24,0.0,0.0,0.0,0.0,0.0
2012-08-31,0.0,2012,8,31,3,24,0.0,0.0,0.0,0.0,0.0
2012-09-01,0.0,2012,9,1,1,25,0.0,0.0,0.0,0.0,0.0
2012-09-02,0.0,2012,9,2,1,25,0.0,0.0,0.0,0.0,0.0
2012-09-03,0.0,2012,9,3,1,25,0.0,0.0,0.0,0.0,0.0
2012-09-04,0.0,2012,9,4,1,25,0.0,0.0,0.0,0.0,0.0
2012-09-05,0.0,2012,9,5,1,25,0.0,0.0,0.0,0.0,0.0
2012-09-06,0.0,2012,9,6,1,25,0.0,0.0,0.0,0.0,0.0
2012-09-07,0.0,2012,9,7,1,25,0.0,0.0,0.0,0.0,0.0
2012-09-08,0.0,2012,9,8,1,25,0.0,0.0,0.0,0.0,0.0
2012-09-09,0.0,2012,9,9,1,25,0.0,0.0,0.0,0.0,0.0
2012-09-10,0.0,2012,9,10,1,25,0.0,0.0,0.0,0.0,0.0
2012-09-11,7.0,2012,9,11,2,26,7.0,7.0,7.0,7.0,7.000000000000028
2012-09-12,0.0,2012,9,12,2,26,0.0,7.0,7.0,7.0,7.000000000000028
2012-09-13,0.0,2012,9,13,2,26,0.0,7.0,7.0,7.0,7.000000000000028
2012-09-14,0.0,2012,9,14,2,26,0.0,0.0,7.0,7.0,7.000000000000028
2012-09-15,0.0,2012,9,15,2,26,0.0,0.0,7.0,7.0,7.000000000000028
2012-09-16,0.0,2012,9,16,2,26,0.0,0.0,0.0,7.0,7.000000000000028
2012-09-17,0.0,2012,9,17,2,26,0.0,0.0,0.0,7.0,7.000000000000028
2012-09-18,0.0,2012,9,18,2,26,0.0,0.0,0.0,0.0,7.000000000000028
2012-09-19,0.0,2012,9,19,2,26,0.0,0.0,0.0,0.0,7.000000000000028
2012-09-20,0.0,2012,9,20,2,26,0.0,0.0,0.0,0.0,7.000000000000028
2012-09-21,0.0,2012,9,21,3,27,0.0,0.0,0.0,0.0,0.0
2012-09-22,0.0,2012,9,22,3,27,0.0,0.0,0.0,0.0,0.0
2012-09-23,0.0,2012,9,23,3,27,0.0,0.0,0.0,0.0,0.0
2012-09-24,0.0,2012,9,24,3,27,0.0,0.0,0.0,0.0,0.0
2012-09-25,0.0,2012,9,25,3,27,0.0,0.0,0.0,0.0,0.0
2012-09-26,0.0,2012,9,26,3,27,0.0,0.0,0.0,0.0,0.0
2012-09-27,0.0,2012,9,27,3,27,0.0,0.0,0.0,0.0,0.0
2012-09-28,0.0,2012,9,28,3,27,0.0,0.0,0.0,0.0,0.0
2012-09-29,0.0,2012,9,29,3,27,0.0,0.0,0.0,0.0,0.0
2012-09-30,0.0,2012,9,30,3,27,0.0,0.0,0.0,0.0,0.0
2012-10-01,0.0,2012,10,1,1,28,0.0,0.0,0.0,0.0,0.0
2012-10-02,0.0,2012,10,2,1,28,0.0,0.0,0.0,0.0,0.0
2012-10-03,0.0,2012,10,3,1,28,0.0,0.0,0.0,0.0,0.0
